IATA,ICAO,Airline,Call sign,Country,Comments
,SHJ,Sharjah Ruler's Flight,SHARJAH,United Arab Emirates,
,SHK,Shorouk Air,,Egypt,
,SHL,Samson Aviation,SAMSON,United Kingdom,
,SHM,Sheltam Aviation,SHELTAM,South Africa,
,SHN,Shaheen Airport Services,SUGAR ALFA,Pakistan,
,SHO,Sheremetyevo-Cargo,,Russia,
,SHP,Service Aerien Francais,SAF,France,
,SHQ,Shanghai Airlines Cargo,SHANGHAI CARGO,China,
,SHR,Shooter Air Courier,SHOOTER,Canada,
,SHS,Shura Air Transport Services,SHURA AIR,Ethiopia,
,SHV,Shavano Air,SHAVANO,United States,
,SHW,Shawnee Airline,SHAWNEE,United States,Air South
,SHX,Slim Aviation Services,SLIM AIR,Nigeria,
,SIE,Sierra Express,SEREX,United States,
,SIJ,Seco International,,Japan,
,SIL,Servicios Aeronáuticos Integrales,SERVICIOS INTEGRALES,Mexico,
,SIM,Star Air,,Sierra Leone,
,SIO,Sirio,SIRIO,Italy,
,SIR,Salair,SALAIR,United States,
,SIS,Saber Airlines,,Egypt,
,SIV,Slovenian Armed Forces,SLOVENIAN,Slovenia,
,SIW,Sirio Executive,SIRIO EXECUTIVE,Italy,
,SJA,Servicios Aéreos Especiales De Jalisco,SERVICIOJAL,Mexico,
,SJC,Servicios Ejecutivos Continental,SERVIEJECUTIVO,Mexico,
,SJE,Sunair 2001,SUNBIZ,South Africa,
,SJJ,Spirit Aviation,SPIRIT JET,United States,
,SJL,Servicios Especiales Del Pacifico Jalisco,SERVICIOS JALISCO,Mexico,
,SJT,Swiss Jet,SWISS JET,Switzerland,
,SJY,Sriwijaya Air,SRIWIJAYA,Indonesia,
,ALC,"Southern Jersey Airways, Inc.",ACOM,United States,
,SPS,SPASA,SALDUERO,Spain,
,SPT,Speed Aviation,SPEED AVIATION,Bangladesh,
,SPU,Southeast Airmotive,SPUTTER,United States,
,SPV,Servicios Privados De Aviación,SERVICIOS PRIVADOS,Mexico,
,SPW,Speedwings,SPEEDWING,Switzerland,
,SPX,Service People Gesellschaft für Charter und Service,,Germany,
,SQA,Slovak National Aeroclub,SLOVAK AEROCLUB,Slovakia,
,SQF,Slovak Air Force,SLOVAK AIRFORCE,Slovakia,
,SQL,Servicos De Alquiler,ALQUILER,Mexico,
,SRA,Sair Aviation,SAIR,Canada,
,SRC,Searca,SEARCA,Colombia,
,SRL,Servicios Aeronáuticos Aero Personal,SERVICIOS PERSONAL,Mexico,
,SRN,Sirair,SIRAIR,Russia,
,SRO,Servicios Aéreos Ejecutivos Saereo,SAEREO,Ecuador,
,SRQ,South East Asian Airlines,SEAIR,Philippines,Rebranded to Tiger Airways Philippines
,SRS,Selkirk Remote Sensing,PHOTO CHARLIE,Canada,
,SRU,Star Up,STAR-UP,Peru,
,SRW,Sarit Airlines,SARIA,Sudan,
,SRX,Sierra Expressway Airlines,SIERRA EX,United States,
,SRZ,Strato Air Services,STRATO,South Africa,
,SSB,Sasair,SASIR,Canada,
,SSC,Southern Seaplane,SOUTHERN SKIES,United States,
,SSD,Star Service International,STAR SERVICE,France,
,SSE,Servicios Aéreos Sunset,SUNSET,Mexico,
,SSG,Slovak Government Flying Service,SLOVAK GOVERNMENT,Slovakia,
,SSK,Skystar International,SKYSTAR,United States,
,SSO,Special Scope Limited,DOPE,United Kingdom,
,SSP,Starspeed,STARSPEED,United Kingdom,
,SSS,SAESA,SAESA,Spain,
,SST,Sunwest Airlines,SUNFLIGHT,Canada,
,SSU,SASCA,SASCA,Venezuela,
,SSW,Streamline Aviation,STREAMLINE,United Kingdom,
,SSY,Sky Aviation,SIERRA SKY,Sierra Leone,
,SSZ,Specsavers Aviation,SPECSAVERS,United Kingdom,
,STA,Star Aviation,STAR,United Kingdom,
,STB,Status-Alpha Airline,STATUS-ALPHA,Ukraine,
,STC,Stadium City Limited,STADIUM,United Kingdom,
,STD,Servicios De Aerotransportacion De Aguascalientes,AERO AGUASCALINETES,Mexico,
,STE,Semitool Europe,SEMITRANS,United Kingdom,
,STF,SFT-Sudanese Flight,,Sudan,
,STG,"Sedalia, Marshall, Boonville Stage Line",STAGE,United States,
,STH,South-Airlines,,Armenia,
,STI,Sontair,SONTAIR,Canada,
,STJ,Sella Aviation,STELLAVIA,Netherlands,
,STL,Stapleford Flight Centre,STAPLEFORD,United Kingdom,
,STO,Streamline Ops,SLOPS,Russia,
,STQ,Star Air,STERA,Indonesia,
,STU,Star African Air,STARSOM,Somali Republic,
,SUU,Star West Aviation,SUNSTAR,United States,
,STV,Southern Aviation,SOUTHERN AVIATION,Ghana,
,STW,South West Air Corporation,SIERRA WHISKEY,Philippines,
,STX,Stars Away Aviation,STARSAWAY,South Africa,
,STY,Styrian Airways,STYRIAN,Austria,
,SUA,Silesia Air,AIR SILESIA,Czech Republic,
,SUB,Suburban Air Freight,SUB AIR,United States,
,SUG,Sunu Air,SUNU AIR,Senegal,
,SUH,Sun Light,LIGHT AIR,Kyrgyzstan,
,SUI,Swiss Air Force,SWISS AIR FORCE,Switzerland,
,SUK,Superior Aviation Services,SKYCARGO,Kenya,
,SUM,State Unitary Air Enterprise,SUMES,Russia,
,SUR,Sun Air,,Egypt,
,URF,Surf Air,SURF AIR,United States,
,SUT,Sistemas Aeronauuticos 2000,SISTEMAS AERONAUTICOS,Mexico,
,SUV,Sundance Air,DANCEAIR,Venezuela,
,SVD,St. Vincent Grenadines Air (1990),GRENADINES,Saint Vincent and the Grenadines,
,SVF,Swedish Armed Forces,SWEDEFORCE,Sweden,
,AWJ,Sahel Airlines,SAHEL AIRLINES,Niger,
,SVH,Sterling Helicopters,SILVER,United Kingdom,
,SVI,Servicios De Transporte Aéreo,SETRA,Mexico,
,SVJ,Silver Air,,Djibouti,
,SVL,Sevastopol-Avia,SEVAVIA,Ukraine,
,SVN,Savanair (Angola),SAVANAIR,Angola,
,SVO,Servicios Aeronáuticos De Oriente,SERVIORIENTE,Mexico,
,SVS,Servicios Aéreos Saar,AEREOS SAAR,Mexico,
,SVT,Seven Four Eight Air Services,SIERRA SERVICES,Luxembourg,
,SVX,Security Aviation,SECURITY AIR,United States,
,SWB,Swissboogie Parapro,SWISSBOOGIE,Switzerland,
,SWC,South West Air,SAINT CLAIR,Canada,
,SWE,Swedeways,SWEDELINE,Sweden,
,,Spurling Aviation,AIR SEATTLE,United States,Code was ASL
,SWI,Sunworld Airlines,SUNWORLD,United States,
,SWJ,StatesWest Airlines,STATES,United States,
,SWO,Surinam International Victory Airline,SIVA,Suriname,
,SWP,Star Work Sky,STAR WORK,Italy,
,SWQ,Swift Air (Interstate Equipment Leasing),SWIFTFLIGHT,United States,
,SWS,Sunwest Aviation (Lindquist Investment),SUNNY WEST,United States,
,SWT,Swiftair,SWIFT,Spain,
,SWY,Sky Jet,SWISSLINK,Switzerland,
,SWZ,"Servair, Private Charter",SWISSBIRD,Switzerland,Code re-allocated
,SXA,Southern Cross Aviation,FERRY,United States,
,SXC,Sky Exec Aviation Services,SKY EXEC,Nigeria,
,SXE,Southeast Express Airlines,DOGWOOD EXPRESS,United States,
,SXM,Servicios Aéreos Especializados Mexicanos,SERVIMEX,Mexico,
,SXT,Servicios De Taxi Aéreo,SERTA,Mexico,
,SXX,Satellite Aero,SATELLITE EXPRESS,United States,
,SXY,Safari Express Cargo,SAFARI EXPRESS,Kenya,
,SYA,Skyways,LINEAS CARDINAL,Argentina,
,SYC,Systec 2000,SYSTEC,United States,
,SYE,Sheba Aviation,,Yemen,
,SYF,Sky One Express Airlines,SKY FIRST,United States,
,SYG,Synergy Aviation,SYNERGY,United Kingdom,
,SYI,Sonalysts,,United States,
,SYJ,Slate Falls Airways,,Canada,
,SYK,Satsair,AEROCAB,United States,(J and A Properties)
,SYN,Syncrude Canada,SYNCRUDE,Canada,
,SYS,Shawbury Flying Training Unit,SHAWBURY,United Kingdom,
,SYV,Special Aviation Systems,SPECIAL SYSTEM,United States,
,SYY,South African Historic Flight,SKY COACH,South Africa,
,SZT,Servicios Aeronáuticos Z,AERO ZEE,Mexico,
,BHV,Specavia Air Company,AVIASPEC,Russia,
,BLY,Starair,BLARNEY,Ireland,
,BNC,Sundance Air,BARNACLE AIR,United States,
,CBN,Swedish Civil Aviation Administration,CALIBRATION,Sweden,
,CDS,Spectrem Air,SPECDAS,South Africa,
,CEE,Servicios Aéreos Centrales,CENTRA AEREOS,Mexico,
,CFL,Swedish Airlines,SWEDISH,Sweden,
,CGL,Seagle Air,SEAGLE,Slovakia,
,CIG,Sirius-Aero,SIRIUS AERO,Russia,
,CNK,Sunwest Home Aviation,CHINOOK,Canada,
,CSY,Shuangyang General Aviation,SHUANGYANG,China,
,DKT,Sioux Falls Aviation,DAKOTA,United States,
,DKY,Servicios Aéreos Elite,DAKOY,Spain,
,DNI,Servicios Aéreos Denim,AERO DENIM,Mexico,
,EAB,Swiss Eagle,SWISS EAGLE,Switzerland,
,EAN,Skypower Express Airways,NIGERIA EXPRESS,Nigeria,Express Airways Nigeria
,ENR,Scenic Air,,Namibia,
,EXY,South African Express,EXPRESSWAYS,South Africa,
,FFD,Stuttgarter Flugdienst,FIRST FLIGHT,Germany,
,FFH,Shalom Air Services,PEACE AIR,Nigeria,
,FJE,Silverjet,ENVOY,United Kingdom,
,FLH,Sky Bus,MILE HIGH,United States,
,GAD,South Coast Aviation,SOUTHCOAST,United Kingdom,
,GDE,Servicios Aéreos Gadel,GADEL,Mexico,
,GDG,S.P. Aviation,GOLDEN GATE,United States,
,GIK,Seba Airlines,SEBA,Guinea,
,GNA,Servicios Aéreos Gana,SERVIGANA,Mexico,
,GSW,Sky Wings Airlines,,Greece,
,GXL,Star XL German Airlines,STARDUST,Germany,
,HAU,Skyhaul,SKYHAUL,Japan,
,HIP,Starship,STARSA,Mexico,
,HJE,Servicios Ejecutivos Gosa,GOSA,Mexico,
,HLO,Samaritan Air Service,HALO,Canada,
,HRI,Skyraidybos Mokymo Centras,HELIRIM,Lithuania,
,HSK,Sky Europe Airlines,MATRA,Slovakia,
,HSV,Svenska Direktflyg,HIGHSWEDE,Sweden,
,HSY,Sky Helicopteros,HELISKY,Spain,
,IJS,Silvair,,United States,
,ILS,Servicios Aéreos Ilsa,SERVICIOS ILSA,Mexico,
,INK,Sincom-Avia,SINCOM AVIA,Ukraine,
,IRV,Safat Airlines,SAFAT AIR,Iran,
,IRZ,Saha Airlines Services,SAHA,Iran,
,JAM,Sunline Express,SUNTRACK,Kenya,
,JCM,Secure Air Charter,SECUREAIR,United States,
,JIM,Sark International Airways,SARK,United Kingdom,
,KKS,Salem,KOKSHE,Kazakhstan,
,KOP,Servicios Aéreos Copters,COPTERS,Chile,
,KSP,Servicios Aéreos Expecializados En Transportes Petroleros,SAEP,Colombia,
,KYB,Skybridge AirOps,SKY AIROPS,Italy,
,KYR,Sky Aeronautical Services,SKY AERONAUTICAL,Mexico,
,LGU,Servicios Aéreos Ejecutivos De La Laguna,LAGUNA,Mexico,
,LLA,Servico Leo Lopex,LEO LOPOZ,Mexico,
,LLS,Servicios Aéreos Estrella,SERVIESTRELLA,Mexico,
,LMG,South African Air Force,SOUTH AFRICAN,South Africa,
,LMO,Sky One Holdings as Privaira,SKY HOLDINGS,United States,"Callsign and company name changed from Sky Limo Corporation ""SKY LIMO"" in 2015.[27]"
,LRS,Sansa,,Costa Rica,
,LSP,Spectrum Aviation Incorporated,AIR TONY,United Kingdom,
,MCG,SOS Helikoptern Gotland,MEDICOPTER,Sweden,
,MDT,Sundt Air,MIDNIGHT,Norway,
,MLO,Servicios Aéreos Milenio,MILENIO,Mexico,
,MMS,SAAD (A320) Limited,MUSAAD AIR,Cayman Islands,
,MRI,Servicios Aéreos Moritani,MORITANI,Mexico,
,MSG,Servico Aéreo Regional,SAR-REGIONAL,Mozambique,
,MSP,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública,SEGURIDAD,Costa Rica,
,MTG,Servicios Aéreos MTT,,Mexico,
,SBW,Snowbird Airlines,SNOWMAN,Finland,
,NAD,Seulawah Nad Air,SEULAWAH,Indonesia,
,NAZ,Servicios Aéreos del Nazas S.A. de C.V.,NAZAS,Mexico,
,NCS,Simpson Air Ltd,COMMUTER-CANADA,Canada,
,NON,Servicios Aéreos Latinoamericanos,SERVICIOS LATINO,Mexico,
,NRZ,Servicios Aéreos Monarrez,MONARREZ,Mexico,
,NSC,Societe De Transport Aerien De Mauritanie,TRANS-SOCIETE,Mauritania,
,NSE,SATENA,SATENA,Colombia,
,NTB,Servicios Aéreos Del Norte,SERVINORTE,Mexico,
,NTG,Servicios Integrales De Aviación,INTEGRALES,Mexico,
,OKT,Soko Aviation,SOKO AIR,Spain,
,OLC,Solar Cargo,SOLARCARGO,Venezuela,
,OLO,Soloflight,SOLO,United Kingdom,
,ONG,Sonnig SA,SONNIG,Switzerland,
,OSS,Servicios Aéreos Noticiosos,NOTICIOSOS,Mexico,
,OTL,South Airlines,SOUTHLINE,Ukraine,
,OZW,Skywest Airlines,OZWEST,Australia,
,PIV,Sokol,AEROSOKOL,Russia,
,PLT,South Carolina Aeronautics Commission,PALMETTO,United States,
,PMR,Servicios Aéreos Premier,SERVICIOS PREMIER,Mexico,
,PNS,Survey Udara (Penas),PENAS,Indonesia,
,POB,Servicios Aéreos Poblanos,POBLANOS,Mexico,
,PSV,Servicios Aéreos Profesionales,PROSERVICIOS,Dominican Republic,
,PTM,Southeastern Airways,POSTMAN,United States,
,PUR,Spurwing Airlines,SPURWING,South Africa,
,RBW,Shandong Airlines Rainbow Jet,CAI HONG,China,
,REJ,SA Airlink Regional,REGIONAL LINK,South Africa,
,RER,Servicio Aéreo Regional Regair,REGAIR,Ecuador,
,RFT,Scoala Superioara De Aviatie Civila,ROMANIAN ACADEMY,Romania,
,RGC,Servicios Aéreos Regiomontanos,REGIOMONTANO,Mexico,
,RLS,S-Air,S-AIRLINES,Russia,
,RMP,Servicios De Rampa Y Mostrador,SERAMSA,Mexico,
,RSE,SNAS Aviation,RED SEA,Saudi Arabia,
,SKC,Skymaster Airlines,SKYMASTER AIR,Brazil,
,SKD,Sky Harbor Air Service,SKY DAWG,United States,
,SKE,Sky Tours,SKYISLE,United States,
,AZG,Sakaviaservice,SAKSERVICE,Georgia,
,SKF,Skycraft,SKYCRAFT,United States,
,SKG,Skycraft Air Transport,SKYCRAFT-CANADA,Canada,
,SKK,Skylink Aviation,SKYLINK,Canada,
,SKL,Skycharter (Malton),SKYCHARTER,Canada,
,SKN,Skyline Aviation Services,SKYLINER,United States,
,SKO,Scottish Airways Flyers,SKYWORK,United Kingdom,
,SKR,Skyscapes Air Charters,SKYSCAPES,South Africa,
,SKS,Sky Service,SKY SERVICE,Belgium,Callsign re-allocated
,SKS,Sky Link Aviation,,Pakistan,
,SKZ,Skyway Enterprises,SKYWAY-INC,United States,
,SLB,Slok Air,SLOK AIR,Nigeria,
,SLD,Silver Air,SILVERLINE,Czech Republic,
,SLE,Streamline,SLIPSTREAM,South Africa,
,SLF,Starfly,ELISTARFLY,Italy,
,SLG,Saskatchewan Government,LIFEGUARD,Canada,Air Ambulance Service
,SLH,Silverhawk Aviation,SILVERHAWK,United States,
,AGE,Servicios Aéreos de Los Ángeles,AEROANGEL,Mexico,
,SLN,Sloane Aviation,SLOANE,United Kingdom,
,SLP,Salpa Aviation,SALPA,Sudan,
,SLS,Servicios Aéreos Slainte,SERVICIOS SLAINTE,Mexico,
,SLV,Stella Aviation,AVISTELLA,Mauritania,
,SLW,Salama Airlines Nigeria,SALMA AIR,Nigeria,
,SLX,Sete Linhas Aéreas,SETE,Brazil,
,SLY,Sky Line for Air Services,SKYCO,Sudan,
,SLZ,Super Luza,LUZA,Angola,
,SMA,SMA Airlines,SESAME,Nigeria,
,SMC,Sabang Merauke Raya Air Charter,SAMER,Indonesia,
,SMD,Servicios Aéreos La Marquesa,SERVICIOS MARQUESA,Mexico,
,SME,Semos,SEMICH,Kazakhstan,
,SMF,Smalandsflyg,GORDON,Sweden,
,SMH,Smithair,SMITHAIR,United States,
,SMK,Semeyavia,ERTIS,Kazakhstan,
,SML,Smith Air (1976),SMITH AIR,Canada,
,SMM,Summit Airlines,SUMMIT-AIR,United States,
,SMQ,Samar Air,SAMAR AIR,Tajikistan,
,SMR,Somon Air,SOMON AIR,Tajikistan,
,SMT,Skyline,SKYLIMIT,Nigeria,
,AOS,"Servicios Aéreos Del Sol, S.A. de C.V.",AEROSOL,Mexico,
,SNA,Senator Aviation Charter,SENATOR,Germany,
,SNE,Servicios Aéreos De Nicaragua (SANSA),SANSA,Nicaragua,
,SNF,Shans Air,SHANS AIR,Russia,
,SNH,Senair Services,SENSERVICE,Senegal,
,SNI,Savanah Airlines,SAVANAHLINE,Nigeria,
,SNK,Southeast Airlines (Sun Jet International),SUN KING,United States,
,SNL,Soonair Lines,SOONAIR,United States,
,SNM,Servizi Aerei,SERVIZI AEREI,Italy,
,SNP,Sun Pacific International,SUN PACIFIC,United States,
,SNQ,Sun Quest Executive Air Charter,EXECU-QUEST,United States,
,SNS,Societe Centrafricaine De Transport Aerien,,Central African Republic,
,SNT,Suncoast Aviation,SUNCOAST,United States,
,SNU,Snunit Aviation,,Israel,
,SNV,Sudanese States Aviation,SUDANESE,Sudan,
,SNW,Sun West Airlines,SUN WEST,United States,
,SNX,Sun Air Aviation Services,SUNEX,Canada,
,SOB,Stabo Freight,STABO,Zambia,
,SOC,Southern Cargo Air Lines,,Russia,
,SOH,Southern Ohio Aviation Sales,SOUTHERN OHIO,United States,
,SOI,Southern Aviation,SOAVAIR,Zambia,
,SOM,Somali Airlines,SOMALAIR,Somali Republic,
,SON,Sunshine Air Tours,SUNSHINE TOURS,United States,
,SOO,Southern Air,SOUTHERN AIR,United States,
,SOP,Solinair,SOLINAIR,Slovenia,
,SOR,Sonair Servico Aéreo,SONAIR,Angola,
,SOT,Southeast Correct Craft,SOUTH COURIER,United States,
,SOU,Southern Airways,SOUTHERN EXPRESS,United States,
,SOW,Sowind Air,SOWIND,Canada,
,SOX,Solid Air,SOLIDAIR,Netherlands,
,SPA,Sierra Pacific Airlines,SIERRA PACIFIC,United States,
,SPB,Springbok Classic Air,SPRING CLASSIC,South Africa,
,SPC,Skyworld Airlines,PORT,United States,
,SPE,Sprague Electric Company,SPRAGUE,United States,
,SPF,Space World Airline,SPACE WORLD,Nigeria,
,SPG,Springdale Air Service,SPRING AIR,United States,
,SPH,Sapphire Executive Air,SAPPHIRE-CHARTER,South Africa,
,SPI,South Pacific Island Airways,SOUTH PACIFIC,United States,
,SPL,Servicios Corporativos Aéreos De La Laguna,CORPORATIVOS LAGUNA,Mexico,
,SPN,Skorpion Air,AIR SKORPIO,Bulgaria,
,SPP,Sapphire Aviation,SAPPHIRE,United States,
,SPQ,Servicios Aéreos Palenque,SERVICOS PALENQUE,Mexico,
,TBS,Servicios Aéreos Tribasa,TRIBASA,Mexico,
,SVV,SALTAVIATION,SALT,Poland,http://salt.aero/
,TGT,SAAB Nyge Aero,TARGET,Sweden,
,THB,Spark Air,THAI SABAI,Thailand,
,TIH,S C Ion Tiriac,TIRIAC AIR,Romania,
,TRL,Starlite Aviation,STARSTREAM,South Africa,
,TRN,Servicios Aéreos Corporativos,AEROTRON,Mauritania,
,TTM,Societe Tout Transport Mauritanien,TOUT-AIR,Mauritania,
,TZU,Servicios Aéreos Tamazula,TAMAZULA,Mexico,
,UGP,Shar Ink,SHARINK,Russia,
,UKU,Second Sverdlovsk Air Enterprise,PYSHMA,Russia,
,UNT,Servicios Aéreos Universitarios,UNIVERSITARIO,Mexico,
,USK,Skif-Air,SKIF-AIR,Ukraine,
,USN,Smarkand Aero Servise,SAMAS,Uzbekistan,
,UZS,Samarkand Airways,SOGDIANA,Uzbekistan,
,VDO,Servicios Aéreos Avandaro,AVANDARO,Mexico,
,VGS,Stichting Vliegschool 16Hoven,SMART,Netherlands,
,VRB,Silverback Cargo Freighters,SILVERBACK,Rwanda,
,VRS,Sirvair,VAIRSA,Mexico,
,VSV,Scat Air,VLASTA,Kazakhstan,
,VXN,Sunset Aviation,VIXEN,United States,
,TWY,"Sunset Aviation, LLC",TWILIGHT,United States,dba Solairus aviation
,WCC,Sport Air Travel,WEST COAST,United States,
,WFC,Swift Copters,SWIFTCOPTERS,Switzerland,
,WLK,Skyrover CC,SKYWATCH,South Africa,
,XLK,Safarilink Aviation,SAFARILINK,Kenya,
,XMX,SENEAM,SENEAM,Mexico,
,XPG,Southport Air Service,,United States,
,XSA,Spectrum Air Service,,United States,
,XSN,Stephenville Aviation Services,,Canada,
,XTA,Servicios Aéreos Textra,TEXTRA,Mexico,
,XTR,Sector Airlines,EXTER,Canada,
,XXS,Skyplan Services,,Canada,
,YBE,Stewart Aviation Services,YELLOW BIRD,United States,
,FYA,Servicios Aéreos Integrales / Flyant,FLYANT,Spain,
,UFA,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine,
,SAF,Singapore Air Force,SINGA,Singapore,
,TXZ,Thai Express Air,EXPRESS AIR,Thailand,2014[2]
,THD,Thai Smile Airways,THAI SMILE,Thailand,2014[2]
,TVJ,Thai Vietjet Air,THAIVIET JET,Thailand,2014[2]
,TQE,Taxair Mexiqienses,TAXAIR,Mexico,Callsign changed from TAXA QUENSE in 2014[2]
,TAX,Thai Airasia X,EXPRESS WING,Thailand,
,TLM,Thai Lion Mentari,MENTARI,Thailand,
,TCB,Transporte Aereo De Colombia,AERO COLOMBIA,Colombia,
,TDA,Trend Aviation,TREND AIR,United States,
,THS,Turkish Aerospace Industries,TUSAS,Turkey,
,TDA,Trend Aviation,TREND AIR,United States,
,TMD,Transmandu,TRANSMANDU,Venezuela,
,TRK,Turkish Airlines General Aviation,TURKISH REPUBLIC,Turkey,
,TKJ,Tarkim Aviation,TARKIM AVIATION,Turkey,
,TCG,Transafricaine Air Cargo,AFRICARGO,Burkina Faso,
,TMC,Travel Management Company,TRAIL BLAZER,United States,
,SWD,Trifly,SAWBLADE,United States,
,SWL,Trans Jet Airways,TRANSJET,Sweden,
,TAC,Turbot Air Cargo,TURBOT,Senegal,
,TAD,Transporte Aéreo Dominicano,TRANS DOMINICAN,Dominican Republic,
,BAP,Trans International Express Aviation,BIG APPLE,United States,
,TAG,TAG Aviation USA,TAG U-S,United States,
,TAL,Talair,TALAIR,Papua New Guinea,
,AUC,Transaustralian Air Express,AUSCARGO,Australia,Defunct
,TAU,Transportes Aéreos Tauro,TRANSTAURO,Mexico,
,TAX,Travel Air,TRAVELAIR,Germany,
,TBC,Turbine Air Cargo UK,,United Kingdom,
,TBD,Thunderbird Tours,ORCA,Canada,
,TBH,Trinity Air Bahamas,,Bahamas,
,TBI,TAB Express International,TAB INTERNATIONAL,United States,
,TBM,Taban Air Lines,TABAN AIR,Iran,
,TBN,Teebah Airlines,TEEBAH,Sierra Leone,
,TBR,Tubelair,TUBELAIR,Tunisia,
,TBX,Tobago Express,TABEX,Trinidad and Tobago,
,TCA,Tropican Air Services,TROPICANA,Egypt,
,TCB,Transporte del Caribe,TRANSCARIBE,Colombia,
,TCC,Trans Continental Airlines,TRANSCAL,Sudan,
,TCD,Tchad Airlines,TCHADLINES,Chad,
,TCE,Trans-Colorado Airlines,TRANS-COLORADO,United States,
,TCH,Transcontinental Air,TRANS GULF,Bahrain,
,TCM,Teledyne Continental Motors,TELEDYNE,United States,
,TCN,Trans Continental Airlines,TRANSCON,United States,
,TCP,Transcorp Airways,TRANSCORP,United Kingdom,
,TCT,Transcontinental Sur,TRANS-CONT,Uruguay,
,TCU,Transglobal Airways Corporation,TRANSGLOBAL,Philippines,
,TCY,Twin Cities Air Service,TWIN CITY,United States,
,TDC,Tadair,TADAIR,Spa,
,TDE,Tellavia / Flight One,TELLURIDE,United States,
,TDI,Transportes Aéreos de Ixtlán,TRANSIXTLAN,Mexico,
,TDO,TRADO,TRADO,Dominican Republic,Transporte Aéreo Dominicano
,TDR,Trade Air,TRADEAIR,Croatia,
,TDV,Taxi Aero Nacional Del Evora,TAXI EVORA,Mexico,
,TDX,Tradewinds Airlines,TRADEWINDS EXPRESS,United States,Wrangler Aviation
,TEB,Tenir Airlines,TENIR AIR,Kyrgyzstan,
,TEF,Tecnicas Fotograficas,TECFOTO,Spain,
,TEH,Tempelhof Airways,TEMPELHOF,United States,
,TEL,Telford Aviation,TELFORD,United States,
,TEM,Tech-Mont Helicopter Company,TECHMONT,Slovakia,
,TEN,Tennessee Airways,TENNESSEE,United States,
,TER,Territorial Airlines,TERRI-AIRE,United States,
,TES,TAES Transportes Aéreos de El Salvador,TAES,El Salvador,
,TET,Tepavia-Trans Airlines,TEPAVIA,Moldova,
,TFA,Trans-Florida Airlines,TRANS FLORIDA,United States,
,TFB,Tair Airways,ROYAL TEE-AIR,Philippines,
,TFF,Talon Air,TALON FLIGHT,United States,
,AIM,Trabajos Aéreos Murcianos,PIJO,Spain,
,TFH,Thai Flying Helicopter Service,THAI HELICOPTER,Thailand,
,TFI,Transport Facilitators,,United States,
,TFK,Transafrik International,,São Tomé and Príncipe,
,TFO,Transportes Aéreos del Pacífico,TRANSPORTES PACIFICO,Mexico,
,TFT,Thai Flying Service,THAI FLYING,Thailand,
,SRF,Transportes Aéreos San Rafael,SAN RAFEAL,Chile,
,TFY,Tayside Aviation,TAYSIDE,United Kingdom,
,TGC,TG Aviation,THANET,United Kingdom,
,TGE,Trabajos Aéreos,TASA,Spain,
,TGI,Transportes Aéreos Regionales,TRANSPORTE REGIONAL,Mexico,
,TGM,TAG Aviation Espana,TAG ESPANA,Spain,
,TGN,Trigana Air Service,TRIGANA,Indonesia,
,TGO,Transport Canada,TRANSPORT,Canada,
,MDL,Tigerair Mandala,MANDALA,Indonesia,"defunct, original airline code RI"
,TGX,Transair Gabon,TRANSGABON,Gabon,
,TGY,Trans Guyana Airways,TRANS GUYANA,Guyana,
,THC,Tar Heel Aviation,TARHEEL,United States,
,THE,Toumai Air Tchad,TOUMAI AIR,Chad,
,THF,Touraine Helicoptere,TOURAINE HELICO,France,
,THG,Thai Global Airline,THAI GLOBAL,Thailand,
,THJ,Thai Jet Intergroup,THAI JET,Thailand,
,THK,Turk Hava Kurumu Hava Taksi Isletmesi,HUR KUS,Turkey,
,THO,TACA De Honduras,LEMPIRA,Honduras,
,THR,Tehran Airline,TEHRAN AIR,Iran,
,THU,Thunder Airlines,AIR THUNDER,Canada,
,THZ,Trans Helicoptere Service,LYON HELIJET,France,
,TIA,Trans International Airlines,TRANS INTERNATIONAL,United States,
,TIC,Travel International Air Charters,TRAVEL INTERNATIONAL,Zambia,
,TIE,Time Air,TIME AIR,Czech Republic,
,TIK,Tic Air,TICAIR,Australia,
,TIM,TEAM Linhas Aéreas,TEAM BRASIL,Brazil,
,TIN,Taino Tours,TAINO,Dominican Republic,
,TIS,Tesis,TESIS,Russia,
,TIW,Transcarga Intl Airways,TIACA,Venezuela,
,TJK,Tajikair,TAJIKAIR,Tajikistan,
,TJN,Tien-Shan,NERON,Kazakhstan,
,TJS,Tyrolean Jet Services,TYROLJET,Austria,
,TKC,Tikal Jets Airlines,TIKAL,Guatemala,
,TKE,Take Air Line,ISLAND BIRD,France,
,TKX,Tropical International Airways,TROPEXPRESS,Saint Kitts and Nevis,
,TLA,Translift Airways,TRANSLIFT,Ireland,
,TLF,Transport Africa,TRANS-LEONE,Sierra Leone,
